bioguide_id,full_name,first_name,last_name,birthday,gender,party,state,term_start,term_end,type,age
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,1987-01-06,1989-01-03,rep,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,1989-01-03,1991-01-03,rep,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,1991-01-03,1993-01-03,rep,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,1993-01-05,1995-01-03,rep,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,1995-01-04,1997-01-03,rep,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,1997-01-07,2003-01-03,sen,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,2003-01-07,2009-01-03,sen,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,2009-01-06,2015-01-03,sen,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,2015-01-06,2021-01-03,sen,79
D000563,Richard J. Durbin,Richard,Durbin,1944-11-21,M,Democrat,IL,2021-01-03,2027-01-03,sen,79
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,1995-01-04,1997-01-03,rep,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,1997-01-07,1999-01-03,rep,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,1999-01-06,2001-01-03,rep,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,2001-01-03,2003-01-03,rep,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,2003-01-07,2009-01-03,sen,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,2009-01-06,2015-01-03,sen,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,2015-01-06,2021-01-03,sen,69
G000359,Lindsey Graham,Lindsey,Graham,1955-07-09,M,Republican,SC,2021-01-03,2027-01-03,sen,69
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,1985-01-03,1991-01-03,sen,82
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,1991-01-03,1997-01-03,sen,82
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,1997-01-07,2003-01-03,sen,82
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,2003-01-07,2009-01-03,sen,82
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,2009-01-06,2015-01-03,sen,82
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,2015-01-06,2021-01-03,sen,82
M000355,Mitch McConnell,Mitch,McConnell,1942-02-20,M,Republican,KY,2021-01-03,2027-01-03,sen,82
M001176,Jeff Merkley,Jeff,Merkley,1956-10-24,M,Democrat,OR,2009-01-06,2015-01-03,sen,67
M001176,Jeff Merkley,Jeff,Merkley,1956-10-24,M,Democrat,OR,2015-01-06,2021-01-03,sen,67
M001176,Jeff Merkley,Jeff,Merkley,1956-10-24,M,Democrat,OR,2021-01-03,2027-01-03,sen,67
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,1991-01-03,1993-01-03,rep,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,1993-01-05,1995-01-03,rep,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,1995-01-04,1997-01-03,rep,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,1997-01-07,2003-01-03,sen,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,2003-01-07,2009-01-03,sen,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,2009-01-06,2015-01-03,sen,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,2015-01-06,2021-01-03,sen,74
R000122,Jack Reed,John,Reed,1949-11-12,M,Democrat,RI,2021-01-03,2027-01-03,sen,74
R000584,James E. Risch,James,Risch,1943-05-03,M,Republican,ID,2009-01-06,2015-01-03,sen,81
R000584,James E. Risch,James,Risch,1943-05-03,M,Republican,ID,2015-01-06,2021-01-03,sen,81
R000584,James E. Risch,James,Risch,1943-05-03,M,Republican,ID,2021-01-03,2027-01-03,sen,81
S001181,Jeanne Shaheen,Jeanne,Shaheen,1947-01-28,F,Democrat,NH,2009-01-06,2015-01-03,sen,77
S001181,Jeanne Shaheen,Jeanne,Shaheen,1947-01-28,F,Democrat,NH,2015-01-06,2021-01-03,sen,77
S001181,Jeanne Shaheen,Jeanne,Shaheen,1947-01-28,F,Democrat,NH,2021-01-03,2027-01-03,sen,77
W000805,Mark R. Warner,Mark,Warner,1954-12-15,M,Democrat,VA,2009-01-06,2015-01-03,sen,69
W000805,Mark R. Warner,Mark,Warner,1954-12-15,M,Democrat,VA,2015-01-06,2021-01-03,sen,69
W000805,Mark R. Warner,Mark,Warner,1954-12-15,M,Democrat,VA,2021-01-03,2027-01-03,sen,69
G000555,Kirsten E. Gillibrand,Kirsten,Gillibrand,1966-12-09,F,Democrat,NY,2007-01-04,2009-01-03,rep,57
G000555,Kirsten E. Gillibrand,Kirsten,Gillibrand,1966-12-09,F,Democrat,NY,2009-01-06,2009-01-26,rep,57
G000555,Kirsten E. Gillibrand,Kirsten,Gillibrand,1966-12-09,F,Democrat,NY,2009-01-27,2013-01-03,sen,57
G000555,Kirsten E. Gillibrand,Kirsten,Gillibrand,1966-12-09,F,Democrat,NY,2013-01-03,2019-01-03,sen,57
G000555,Kirsten E. Gillibrand,Kirsten,Gillibrand,1966-12-09,F,Democrat,NY,2019-01-03,2025-01-03,sen,57
C001088,Christopher A. Coons,Christopher,Coons,1963-09-09,M,Democrat,DE,2010-11-15,2015-01-03,sen,60
C001088,Christopher A. Coons,Christopher,Coons,1963-09-09,M,Democrat,DE,2015-01-06,2021-01-03,sen,60
C001088,Christopher A. Coons,Christopher,Coons,1963-09-09,M,Democrat,DE,2021-01-03,2027-01-03,sen,60
M001183,"Joe Manchin, III",Joe,Manchin,1947-08-24,M,Democrat,WV,2010-11-15,2013-01-03,sen,76
M001183,"Joe Manchin, III",Joe,Manchin,1947-08-24,M,Democrat,WV,2013-01-03,2019-01-03,sen,76
M001183,"Joe Manchin, III",Joe,Manchin,1947-08-24,M,Independent,WV,2019-01-03,2025-01-03,sen,76
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,1997-01-07,1999-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,1999-01-06,2001-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2001-01-03,2003-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2003-01-07,2005-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2005-01-04,2007-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2007-01-04,2009-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2009-01-06,2011-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2011-01-05,2013-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2013-01-03,2015-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2015-01-06,2017-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2017-01-03,2019-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2019-01-03,2021-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2021-01-03,2023-01-03,rep,58
A000055,Robert B. Aderholt,Robert,Aderholt,1965-07-22,M,Republican,AL,2023-01-03,2025-01-03,rep,58
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,1999-01-06,2001-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2001-01-03,2003-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2003-01-07,2005-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2005-01-04,2007-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2007-01-04,2009-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2009-01-06,2011-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2011-01-05,2013-01-03,rep,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2013-01-03,2019-01-03,sen,62
B001230,Tammy Baldwin,Tammy,Baldwin,1962-02-11,F,Democrat,WI,2019-01-03,2025-01-03,sen,62
B001267,Michael F. Bennet,Michael,Bennet,1964-11-28,M,Democrat,CO,2009-01-22,2011-01-03,sen,59
B001267,Michael F. Bennet,Michael,Bennet,1964-11-28,M,Democrat,CO,2011-01-05,2017-01-03,sen,59
B001267,Michael F. Bennet,Michael,Bennet,1964-11-28,M,Democrat,CO,2017-01-03,2023-01-03,sen,59
B001267,Michael F. Bennet,Michael,Bennet,1964-11-28,M,Democrat,CO,2023-01-03,2029-01-03,sen,59
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2007-01-04,2009-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2009-01-06,2011-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2011-01-05,2013-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2013-01-03,2015-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2015-01-06,2017-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2017-01-03,2019-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2019-01-03,2021-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2021-01-03,2023-01-03,rep,61
B001257,Gus M. Bilirakis,Gus,Bilirakis,1963-02-08,M,Republican,FL,2023-01-03,2025-01-03,rep,61
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,1993-01-05,1995-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,1995-01-04,1997-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,1997-01-07,1999-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,1999-01-06,2001-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2001-01-03,2003-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2003-01-07,2005-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2005-01-04,2007-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2007-01-04,2009-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2009-01-06,2011-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2011-01-05,2013-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2013-01-03,2015-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2015-01-06,2017-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2017-01-03,2019-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2019-01-03,2021-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2021-01-03,2023-01-03,rep,77
B000490,"Sanford D. Bishop, Jr.",Sanford,Bishop,1947-02-04,M,Democrat,GA,2023-01-03,2025-01-03,rep,77
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2003-01-07,2005-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2005-01-04,2007-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2007-01-04,2009-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2009-01-06,2011-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2011-01-05,2013-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2013-01-03,2015-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2015-01-06,2017-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2017-01-03,2019-01-03,rep,72
B001243,Marsha Blackburn,Marsha,Blackburn,1952-06-06,F,Republican,TN,2019-01-03,2025-01-03,sen,72
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,1996-05-21,1997-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,1997-01-07,1999-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,1999-01-06,2001-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2001-01-03,2003-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2003-01-07,2005-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2005-01-04,2007-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2007-01-04,2009-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2009-01-06,2011-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2011-01-05,2013-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2013-01-03,2015-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2015-01-06,2017-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2017-01-03,2019-01-03,rep,75
B000574,Earl Blumenauer,Earl,Blumenauer,1948-08-16,M,Democrat,OR,2019-01-03,2021-01-03,rep,75
